Indice,Probabilidad,Resultado
4520,0.6160751,Exoplaneta
4521,0.54496044,Exoplaneta
4522,0.71648675,Exoplaneta
4523,0.6201465,Exoplaneta
4524,0.9254563,Exoplaneta
4525,0.13689008,No exoplaneta
4526,0.8973872,Exoplaneta
4527,0.85794824,Exoplaneta
4528,0.89843756,Exoplaneta
4529,0.54320407,Exoplaneta
4530,0.52563435,Exoplaneta
4531,0.75629735,Exoplaneta
4532,0.87582445,Exoplaneta
4533,0.9323249,Exoplaneta
4534,0.46609297,No exoplaneta
4535,0.3642117,No exoplaneta
4536,0.42885357,No exoplaneta
4537,0.11552034,No exoplaneta
4538,0.65296596,Exoplaneta
4539,0.52292246,Exoplaneta
4540,0.78407514,Exoplaneta
4541,0.75781864,Exoplaneta
4542,0.5949673,Exoplaneta
4543,0.5530711,Exoplaneta
4544,0.31145668,No exoplaneta
4545,0.43234202,No exoplaneta
4546,0.5822844,Exoplaneta
4547,0.35580555,No exoplaneta
4548,0.21880227,No exoplaneta
4549,0.5987363,Exoplaneta
4550,0.63321596,Exoplaneta
4551,0.90557563,Exoplaneta
4552,0.124430366,No exoplaneta
4553,0.21934873,No exoplaneta
4554,0.43725345,No exoplaneta
4555,0.46080303,No exoplaneta
4556,0.82811886,Exoplaneta
4557,0.80192757,Exoplaneta
4558,0.76021063,Exoplaneta
4559,0.43609658,No exoplaneta
4560,0.049144287,No exoplaneta
4561,0.36503395,No exoplaneta
4562,0.55926,Exoplaneta
4563,0.86155164,Exoplaneta
4564,0.8948261,Exoplaneta
4565,0.70999736,Exoplaneta
4566,0.89056563,Exoplaneta
4567,0.7824096,Exoplaneta
4568,0.7288112,Exoplaneta
4569,0.5912008,Exoplaneta
4570,0.60020876,Exoplaneta
4571,0.7057737,Exoplaneta
4572,0.47298875,No exoplaneta
4573,0.69163406,Exoplaneta
4574,0.26018876,No exoplaneta
4575,0.70531315,Exoplaneta
4576,0.7338312,Exoplaneta
4577,0.6026911,Exoplaneta
4578,0.44402125,No exoplaneta
4579,0.28508833,No exoplaneta
4580,0.580369,Exoplaneta
4581,0.3932966,No exoplaneta
4582,0.69134015,Exoplaneta
4583,0.64768815,Exoplaneta
4584,0.19730876,No exoplaneta
4585,0.15693723,No exoplaneta
4586,0.4849511,No exoplaneta
4587,0.872592,Exoplaneta
4588,0.82787913,Exoplaneta
4589,0.83595103,Exoplaneta
4590,0.66375566,Exoplaneta
4591,0.56147814,Exoplaneta
4592,0.9637051,Exoplaneta
4593,0.8219071,Exoplaneta
4594,0.41670182,No exoplaneta
4595,0.5964816,Exoplaneta
4596,0.37469515,No exoplaneta
4597,0.8573657,Exoplaneta
4598,0.48709762,No exoplaneta
4599,0.5664858,Exoplaneta
4600,0.5532911,Exoplaneta
4601,0.4854758,No exoplaneta
4602,0.077118136,No exoplaneta
4603,0.8704757,Exoplaneta
4604,0.5959088,Exoplaneta
4605,0.50423425,Exoplaneta
4606,0.85867417,Exoplaneta
4607,0.75421345,Exoplaneta
4608,0.7150672,Exoplaneta
4609,0.86220586,Exoplaneta
4610,0.12371441,No exoplaneta
4611,0.39264405,No exoplaneta
4612,0.6029643,Exoplaneta
4613,0.089197114,No exoplaneta
4614,0.81372714,Exoplaneta
4615,0.70853275,Exoplaneta
4616,0.38961717,No exoplaneta
4617,0.87339336,Exoplaneta
4618,0.22624601,No exoplaneta
4619,0.47984904,No exoplaneta
4620,0.48085505,No exoplaneta
4621,0.32649884,No exoplaneta
4622,0.7358097,Exoplaneta
4623,0.50963426,Exoplaneta
4624,0.9161155,Exoplaneta
4625,0.7071158,Exoplaneta
4626,0.47995108,No exoplaneta
4627,0.56566876,Exoplaneta
4628,0.43887058,No exoplaneta
4629,0.3511444,No exoplaneta
4630,0.76747435,Exoplaneta
4631,0.36831573,No exoplaneta
4632,0.798475,Exoplaneta
4633,0.92274415,Exoplaneta
4634,0.6609899,Exoplaneta
4635,0.6276953,Exoplaneta
4636,0.08680419,No exoplaneta
4637,0.8784242,Exoplaneta
4638,0.48099416,No exoplaneta
4639,0.27348664,No exoplaneta
4640,0.14553623,No exoplaneta
4641,0.11506507,No exoplaneta
4642,0.32340932,No exoplaneta
4643,0.25812784,No exoplaneta
4644,0.40538147,No exoplaneta
4645,0.4653843,No exoplaneta
4646,0.7205964,Exoplaneta
4647,0.3540983,No exoplaneta
4648,0.18446423,No exoplaneta
4649,0.5465388,Exoplaneta
4650,0.81421626,Exoplaneta
4651,0.20512004,No exoplaneta
4652,0.89289856,Exoplaneta
4653,0.3734835,No exoplaneta
4654,0.8107855,Exoplaneta
4655,0.5567969,Exoplaneta
4656,0.5641302,Exoplaneta
4657,0.73653585,Exoplaneta
4658,0.55734164,Exoplaneta
4659,0.115187086,No exoplaneta
4660,0.86519146,Exoplaneta
4661,0.9015153,Exoplaneta
4662,0.4931458,No exoplaneta
4663,0.18685031,No exoplaneta
4664,0.8121073,Exoplaneta
4665,0.91185796,Exoplaneta
4666,0.57742935,Exoplaneta
4667,0.25671056,No exoplaneta
4668,0.18543525,No exoplaneta
4669,0.60557115,Exoplaneta
4670,0.4184145,No exoplaneta
4671,0.15637855,No exoplaneta
4672,0.024659496,No exoplaneta
4673,0.38687065,No exoplaneta
4674,0.6532245,Exoplaneta
4675,0.9561963,Exoplaneta
4676,0.84391534,Exoplaneta
4677,0.8617829,Exoplaneta
4678,0.6593397,Exoplaneta
4679,0.83750665,Exoplaneta
4680,0.21870604,No exoplaneta
4681,0.8426718,Exoplaneta
4682,0.4696541,No exoplaneta
4683,0.42066008,No exoplaneta
4684,0.8529274,Exoplaneta
4685,0.4675841,No exoplaneta
4686,0.008794059,No exoplaneta
4687,0.5305029,Exoplaneta
4688,0.3588075,No exoplaneta
4689,0.24292037,No exoplaneta
4690,0.43624887,No exoplaneta
4691,0.28962758,No exoplaneta
4692,0.4067686,No exoplaneta
4693,0.9428928,Exoplaneta
4694,0.74449646,Exoplaneta
4695,0.5861757,Exoplaneta
4696,0.8728795,Exoplaneta
4697,0.9262245,Exoplaneta
4698,0.097690776,No exoplaneta
4699,0.46772283,No exoplaneta
4700,0.0665289,No exoplaneta
4701,0.9090125,Exoplaneta
4702,0.21695948,No exoplaneta
4703,0.3811065,No exoplaneta
4704,0.04865893,No exoplaneta
4705,0.8091661,Exoplaneta
4706,0.67771465,Exoplaneta
4707,0.41247514,No exoplaneta
4708,0.57342046,Exoplaneta
4709,0.8079904,Exoplaneta
4710,0.5342711,Exoplaneta
4711,0.45502865,No exoplaneta
4712,0.28315175,No exoplaneta
4713,0.16857786,No exoplaneta
4714,0.71702427,Exoplaneta
4715,0.7003857,Exoplaneta
4716,0.6732916,Exoplaneta
4717,0.9166963,Exoplaneta
4718,0.13921061,No exoplaneta
4719,0.76828456,Exoplaneta
4720,0.6738556,Exoplaneta
4721,0.2724625,No exoplaneta
4722,0.027870717,No exoplaneta
4723,0.774746,Exoplaneta
4724,0.13902248,No exoplaneta
4725,0.9038148,Exoplaneta
4726,0.23057596,No exoplaneta
4727,0.88864607,Exoplaneta
4728,0.1457593,No exoplaneta
4729,0.38990384,No exoplaneta
4730,0.37106073,No exoplaneta
4731,0.13073155,No exoplaneta
4732,0.17391142,No exoplaneta
4733,0.5308057,Exoplaneta
4734,0.19078036,No exoplaneta
4735,0.48689735,No exoplaneta
4736,0.12055774,No exoplaneta
4737,0.91902345,Exoplaneta
4738,0.9383004,Exoplaneta
4739,0.6476454,Exoplaneta
4740,0.06339,No exoplaneta
4741,0.07964545,No exoplaneta
4742,0.29562005,No exoplaneta
4743,0.59714735,Exoplaneta
4744,0.50498843,Exoplaneta
4745,0.10547271,No exoplaneta
4746,0.009098079,No exoplaneta
4747,0.2904708,No exoplaneta
4748,0.84019804,Exoplaneta
4749,0.3109318,No exoplaneta
4750,0.8173534,Exoplaneta
4751,0.46720856,No exoplaneta
4752,0.6315067,Exoplaneta
4753,0.27259,No exoplaneta
4754,0.07431993,No exoplaneta
4755,0.5941822,Exoplaneta
4756,0.5957538,Exoplaneta
4757,0.6005127,Exoplaneta
4758,0.40111443,No exoplaneta
4759,0.55429465,Exoplaneta
4760,0.11777972,No exoplaneta
4761,0.6381938,Exoplaneta
4762,0.6162559,Exoplaneta
4763,0.8504078,Exoplaneta
4764,0.47823048,No exoplaneta
4765,0.49716902,No exoplaneta
4766,0.4881714,No exoplaneta
4767,0.873288,Exoplaneta
4768,0.62150997,Exoplaneta
4769,0.3321427,No exoplaneta
4770,0.3746163,No exoplaneta
4771,0.4561668,No exoplaneta
4772,0.40304506,No exoplaneta
4773,0.5057592,Exoplaneta
4774,0.6129505,Exoplaneta
4775,0.22666535,No exoplaneta
4776,0.6592123,Exoplaneta
4777,0.74580944,Exoplaneta
4778,0.6436249,Exoplaneta
4779,0.6241214,Exoplaneta
4780,0.28055236,No exoplaneta
4781,0.6906583,Exoplaneta
4782,0.11775014,No exoplaneta
4783,0.22384425,No exoplaneta
4784,0.88713676,Exoplaneta
4785,0.8608224,Exoplaneta
4786,0.79660594,Exoplaneta
4787,0.8397925,Exoplaneta
4788,0.42261386,No exoplaneta
4789,0.66338843,Exoplaneta
4790,0.61076826,Exoplaneta
4791,0.45966968,No exoplaneta
4792,0.48261663,No exoplaneta
4793,0.31231207,No exoplaneta
4794,0.37596318,No exoplaneta
4795,0.44112846,No exoplaneta
4796,0.16071631,No exoplaneta
4797,0.1044877,No exoplaneta
4798,0.6605711,Exoplaneta
4799,0.6676408,Exoplaneta
4800,0.42292908,No exoplaneta
4801,0.63367033,Exoplaneta
4802,0.732077,Exoplaneta
4803,0.18270977,No exoplaneta
4804,0.66868114,Exoplaneta
4805,0.69555354,Exoplaneta
4806,0.93407196,Exoplaneta
4807,0.9335835,Exoplaneta
4808,0.81348133,Exoplaneta
4809,0.48865715,No exoplaneta
4810,0.4059012,No exoplaneta
4811,0.32645944,No exoplaneta
4812,0.099391386,No exoplaneta
4813,0.7699858,Exoplaneta
4814,0.23311822,No exoplaneta
4815,0.39571306,No exoplaneta
4816,0.5841656,Exoplaneta
4817,0.31265694,No exoplaneta
4818,0.32312012,No exoplaneta
4819,0.7898633,Exoplaneta
4820,0.89862496,Exoplaneta
4821,0.4271789,No exoplaneta
4822,0.7086462,Exoplaneta
4823,0.11447088,No exoplaneta
4824,0.090942755,No exoplaneta
4825,0.859472,Exoplaneta
4826,0.6724426,Exoplaneta
4827,0.76196885,Exoplaneta
4828,0.6767343,Exoplaneta
4829,0.048582096,No exoplaneta
4830,0.5745048,Exoplaneta
4831,0.8929727,Exoplaneta
4832,0.16471171,No exoplaneta
4833,0.09877899,No exoplaneta
4834,0.19802369,No exoplaneta
4835,0.5409017,Exoplaneta
4836,0.66573507,Exoplaneta
4837,0.096655935,No exoplaneta
4838,0.618162,Exoplaneta
4839,0.5175952,Exoplaneta
4840,0.08318344,No exoplaneta
4841,0.57076067,Exoplaneta
4842,0.14109977,No exoplaneta
4843,0.50334704,Exoplaneta
4844,0.077076666,No exoplaneta
4845,0.524075,Exoplaneta
4846,0.7629292,Exoplaneta
4847,0.67107177,Exoplaneta
4848,0.51584893,Exoplaneta
4849,0.15584964,No exoplaneta
4850,0.92834276,Exoplaneta
4851,0.84184444,Exoplaneta
4852,0.6230731,Exoplaneta
4853,0.033576984,No exoplaneta
4854,0.84797233,Exoplaneta
4855,0.54085827,Exoplaneta
4856,0.12653065,No exoplaneta
4857,0.045792732,No exoplaneta
4858,0.28800428,No exoplaneta
4859,0.014567895,No exoplaneta
4860,0.51531625,Exoplaneta
4861,0.57656753,Exoplaneta
4862,0.4802331,No exoplaneta
4863,0.008634735,No exoplaneta
4864,0.29799575,No exoplaneta
4865,0.43262255,No exoplaneta
4866,0.3605588,No exoplaneta
4867,0.06970102,No exoplaneta
4868,0.4662861,No exoplaneta
4869,0.098267354,No exoplaneta
4870,0.19351293,No exoplaneta
4871,0.13125041,No exoplaneta
4872,0.49792182,No exoplaneta
4873,0.5407796,Exoplaneta
4874,0.32254747,No exoplaneta
4875,0.44976315,No exoplaneta
4876,0.84445345,Exoplaneta
4877,0.7628423,Exoplaneta
4878,0.5208698,Exoplaneta
4879,0.49114496,No exoplaneta
4880,0.7453596,Exoplaneta
4881,0.112851344,No exoplaneta
4882,0.81524175,Exoplaneta
4883,0.63645446,Exoplaneta
4884,0.89697796,Exoplaneta
4885,0.21986811,No exoplaneta
4886,0.772925,Exoplaneta
4887,0.8558937,Exoplaneta
4888,0.044385742,No exoplaneta
4889,0.21563192,No exoplaneta
4890,0.95947945,Exoplaneta
4891,0.3658474,No exoplaneta
4892,0.04653695,No exoplaneta
4893,0.072494544,No exoplaneta
4894,0.117194146,No exoplaneta
4895,0.13738383,No exoplaneta
4896,0.24598905,No exoplaneta
4897,0.26443252,No exoplaneta
4898,0.29451907,No exoplaneta
4899,0.1399395,No exoplaneta
4900,0.24309562,No exoplaneta
4901,0.875622,Exoplaneta
4902,0.90131855,Exoplaneta
4903,0.02991123,No exoplaneta
4904,0.9470009,Exoplaneta
4905,0.56355256,Exoplaneta
4906,0.3874018,No exoplaneta
4907,0.9442255,Exoplaneta
4908,0.6259598,Exoplaneta
4909,0.6595687,Exoplaneta
4910,0.7178625,Exoplaneta
4911,0.7838895,Exoplaneta
4912,0.1340134,No exoplaneta
4913,0.06260479,No exoplaneta
4914,0.0744325,No exoplaneta
4915,0.2974528,No exoplaneta
4916,0.108250074,No exoplaneta
4917,0.08573171,No exoplaneta
4918,0.08289564,No exoplaneta
4919,0.050358348,No exoplaneta
4920,0.092087336,No exoplaneta
4921,0.42823917,No exoplaneta
4922,0.20262752,No exoplaneta
4923,0.34130922,No exoplaneta
4924,0.7552309,Exoplaneta
4925,0.39278525,No exoplaneta
4926,0.7224323,Exoplaneta
4927,0.3253144,No exoplaneta
4928,0.79412955,Exoplaneta
4929,0.67239076,Exoplaneta
4930,0.49397174,No exoplaneta
4931,0.6775563,Exoplaneta
4932,0.8406392,Exoplaneta
4933,0.675115,Exoplaneta
4934,0.25127196,No exoplaneta
4935,0.93679047,Exoplaneta
4936,0.18930952,No exoplaneta
4937,0.8882635,Exoplaneta
4938,0.6100072,Exoplaneta
4939,0.05935446,No exoplaneta
4940,0.53419363,Exoplaneta
4941,0.74883205,Exoplaneta
4942,0.06300546,No exoplaneta
4943,0.07480111,No exoplaneta
4944,0.09855945,No exoplaneta
4945,0.10330239,No exoplaneta
4946,0.10267941,No exoplaneta
4947,0.33214742,No exoplaneta
4948,0.23571432,No exoplaneta
4949,0.56933683,Exoplaneta
4950,0.33123147,No exoplaneta
4951,0.09323998,No exoplaneta
4952,0.5386443,Exoplaneta
4953,0.6022143,Exoplaneta
4954,0.77395624,Exoplaneta
4955,0.09329443,No exoplaneta
4956,0.62649727,Exoplaneta
4957,0.8268635,Exoplaneta
4958,0.21378367,No exoplaneta
4959,0.61799943,Exoplaneta
4960,0.86454266,Exoplaneta
4961,0.19460484,No exoplaneta
4962,0.41917318,No exoplaneta
4963,0.32755467,No exoplaneta
4964,0.67849773,Exoplaneta
4965,0.122976854,No exoplaneta
4966,0.10913723,No exoplaneta
4967,0.10669565,No exoplaneta
4968,0.09271799,No exoplaneta
4969,0.07981576,No exoplaneta
4970,0.3970774,No exoplaneta
4971,0.08505344,No exoplaneta
4972,0.12508473,No exoplaneta
4973,0.68354744,Exoplaneta
4974,0.6572843,Exoplaneta
4975,0.43740886,No exoplaneta
4976,0.1592832,No exoplaneta
4977,2.595847e-06,No exoplaneta
4978,0.11300193,No exoplaneta
4979,0.83893657,Exoplaneta
4980,0.89261204,Exoplaneta
4981,0.26492533,No exoplaneta
4982,0.5000126,Exoplaneta
4983,0.36719805,No exoplaneta
4984,0.56031734,Exoplaneta
4985,0.08408225,No exoplaneta
4986,0.10230659,No exoplaneta
4987,0.6759837,Exoplaneta
4988,0.95018536,Exoplaneta
4989,0.7231803,Exoplaneta
4990,0.15980142,No exoplaneta
4991,0.84804463,Exoplaneta
4992,0.5147635,Exoplaneta
4993,0.110459864,No exoplaneta
4994,0.11191057,No exoplaneta
4995,0.36564705,No exoplaneta
4996,0.085182145,No exoplaneta
4997,0.09430347,No exoplaneta
4998,0.14101109,No exoplaneta
4999,0.46348983,No exoplaneta
5000,0.4795528,No exoplaneta
5001,0.9623101,Exoplaneta
5002,0.244289,No exoplaneta
5003,0.14839612,No exoplaneta
5004,0.64786464,Exoplaneta
5005,0.42661345,No exoplaneta
5006,0.16324228,No exoplaneta
5007,0.8131004,Exoplaneta
5008,0.21834154,No exoplaneta
5009,0.5537406,Exoplaneta
5010,0.6680436,Exoplaneta
5011,0.89160407,Exoplaneta
5012,0.4845419,No exoplaneta
5013,0.6542595,Exoplaneta
5014,0.76683307,Exoplaneta
5015,0.17997028,No exoplaneta
5016,0.1466575,No exoplaneta
5017,0.06702528,No exoplaneta
5018,0.19951257,No exoplaneta
5019,0.13732348,No exoplaneta
5020,0.11971388,No exoplaneta
5021,0.49281487,No exoplaneta
5022,0.6051818,Exoplaneta
5023,0.83629435,Exoplaneta
5024,0.414969,No exoplaneta
5025,0.7313932,Exoplaneta
5026,0.79045933,Exoplaneta
5027,0.91625714,Exoplaneta
5028,0.63897216,Exoplaneta
5029,0.5400354,Exoplaneta
5030,0.20913787,No exoplaneta
5031,0.4737874,No exoplaneta
5032,0.7203796,Exoplaneta
5033,0.6549154,Exoplaneta
5034,0.07534491,No exoplaneta
5035,0.9565928,Exoplaneta
5036,0.194815,No exoplaneta
5037,0.11187005,No exoplaneta
5038,0.13446489,No exoplaneta
5039,0.43399003,No exoplaneta
5040,0.09147835,No exoplaneta
5041,0.092235014,No exoplaneta
5042,0.18110217,No exoplaneta
5043,0.045991413,No exoplaneta
5044,0.08035838,No exoplaneta
5045,0.50321466,Exoplaneta
5046,0.46583897,No exoplaneta
5047,0.7906853,Exoplaneta
5048,0.40762547,No exoplaneta
5049,0.109820254,No exoplaneta
5050,0.09642362,No exoplaneta
5051,0.6424218,Exoplaneta
5052,0.79576564,Exoplaneta
5053,0.76827985,Exoplaneta
5054,0.31276116,No exoplaneta
5055,0.71009535,Exoplaneta
5056,0.094067976,No exoplaneta
5057,0.27609515,No exoplaneta
5058,0.7383193,Exoplaneta
5059,0.74388313,Exoplaneta
5060,0.23333238,No exoplaneta
5061,0.95042855,Exoplaneta
5062,0.81646204,Exoplaneta
5063,0.49285188,No exoplaneta
5064,0.1281212,No exoplaneta
5065,0.23826633,No exoplaneta
5066,0.61260307,Exoplaneta
5067,0.091891386,No exoplaneta
5068,0.087498605,No exoplaneta
5069,0.14128642,No exoplaneta
5070,0.79104996,Exoplaneta
5071,0.23755068,No exoplaneta
5072,0.4225811,No exoplaneta
5073,0.64789414,Exoplaneta
5074,0.093436904,No exoplaneta
5075,0.10188367,No exoplaneta
5076,0.20906173,No exoplaneta
5077,0.8696847,Exoplaneta
5078,0.2934314,No exoplaneta
5079,0.5617474,Exoplaneta
5080,0.1301192,No exoplaneta
5081,0.888998,Exoplaneta
5082,0.8673909,Exoplaneta
5083,0.66416687,Exoplaneta
5084,0.4072381,No exoplaneta
5085,0.6289677,Exoplaneta
5086,0.78240323,Exoplaneta
5087,0.80930465,Exoplaneta
5088,0.9413549,Exoplaneta
5089,0.13106708,No exoplaneta
5090,0.41363987,No exoplaneta
5091,0.10013118,No exoplaneta
5092,0.100948006,No exoplaneta
5093,0.107821174,No exoplaneta
5094,0.12673923,No exoplaneta
5095,0.28914207,No exoplaneta
5096,0.63652986,Exoplaneta
5097,0.28714776,No exoplaneta
5098,0.9346493,Exoplaneta
5099,0.47275224,No exoplaneta
5100,0.81777704,Exoplaneta
5101,0.103335634,No exoplaneta
5102,0.82962877,Exoplaneta
5103,0.5605675,Exoplaneta
5104,0.5173265,Exoplaneta
5105,0.7271686,Exoplaneta
5106,0.4376846,No exoplaneta
5107,0.21895887,No exoplaneta
5108,0.10313104,No exoplaneta
5109,0.10289,No exoplaneta
5110,0.9233814,Exoplaneta
5111,0.35187474,No exoplaneta
5112,0.4359988,No exoplaneta
5113,0.14294314,No exoplaneta
5114,0.06933119,No exoplaneta
5115,0.10187151,No exoplaneta
5116,0.08408822,No exoplaneta
5117,0.92341924,Exoplaneta
5118,0.08237142,No exoplaneta
5119,0.7121915,Exoplaneta
5120,0.10211892,No exoplaneta
5121,0.74923337,Exoplaneta
5122,0.80299723,Exoplaneta
5123,0.56830484,Exoplaneta
5124,0.60770375,Exoplaneta
5125,0.83922774,Exoplaneta
5126,0.8018886,Exoplaneta
5127,0.8507147,Exoplaneta
5128,0.07042075,No exoplaneta
5129,0.14855963,No exoplaneta
5130,0.2590143,No exoplaneta
5131,0.59648037,Exoplaneta
5132,0.32352337,No exoplaneta
5133,0.787443,Exoplaneta
5134,0.7063405,Exoplaneta
5135,0.66673183,Exoplaneta
5136,0.10468433,No exoplaneta
5137,0.12631513,No exoplaneta
5138,0.14486958,No exoplaneta
5139,0.24985419,No exoplaneta
5140,0.16126154,No exoplaneta
5141,0.10718524,No exoplaneta
5142,0.85293293,Exoplaneta
5143,0.09701685,No exoplaneta
5144,0.76982874,Exoplaneta
5145,0.7511248,Exoplaneta
5146,0.10915182,No exoplaneta
5147,0.87333155,Exoplaneta
5148,0.7284044,Exoplaneta
5149,0.9072141,Exoplaneta
5150,0.63973784,Exoplaneta
5151,0.74227065,Exoplaneta
5152,0.51812387,Exoplaneta
5153,0.52215016,Exoplaneta
5154,0.2824441,No exoplaneta
5155,0.256088,No exoplaneta
5156,0.3466963,No exoplaneta
5157,0.54038423,Exoplaneta
5158,0.0975881,No exoplaneta
5159,0.18953165,No exoplaneta
5160,0.047929935,No exoplaneta
5161,0.1173385,No exoplaneta
5162,0.79256016,Exoplaneta
5163,0.14499621,No exoplaneta
5164,0.08966514,No exoplaneta
5165,0.3429872,No exoplaneta
5166,0.9300217,Exoplaneta
5167,0.06878525,No exoplaneta
5168,0.914085,Exoplaneta
5169,0.20930164,No exoplaneta
5170,0.9190788,Exoplaneta
5171,0.6523504,Exoplaneta
5172,0.7171864,Exoplaneta
5173,0.9174867,Exoplaneta
5174,0.47031465,No exoplaneta
5175,0.7753079,Exoplaneta
5176,0.7070136,Exoplaneta
5177,0.28278115,No exoplaneta
5178,0.012355903,No exoplaneta
5179,0.4880313,No exoplaneta
5180,0.86423546,Exoplaneta
5181,0.7306957,Exoplaneta
5182,0.55343074,Exoplaneta
5183,0.27971148,No exoplaneta
5184,0.77963275,Exoplaneta
5185,0.7460823,Exoplaneta
5186,0.04369484,No exoplaneta
5187,0.84520817,Exoplaneta
5188,0.109965645,No exoplaneta
5189,0.34379005,No exoplaneta
5190,0.13173333,No exoplaneta
5191,0.20786822,No exoplaneta
5192,0.42994595,No exoplaneta
5193,0.08997605,No exoplaneta
5194,0.2254644,No exoplaneta
5195,0.22829652,No exoplaneta
5196,0.79974365,Exoplaneta
5197,0.6421207,Exoplaneta
5198,0.6402549,Exoplaneta
5199,0.14243291,No exoplaneta
5200,0.7278273,Exoplaneta
5201,0.21153958,No exoplaneta
5202,0.7260994,Exoplaneta
5203,0.5320266,Exoplaneta
5204,0.709129,Exoplaneta
5205,0.51154447,Exoplaneta
5206,0.45057774,No exoplaneta
5207,0.18980739,No exoplaneta
5208,0.9513972,Exoplaneta
5209,0.090615354,No exoplaneta
5210,0.49882194,No exoplaneta
5211,0.12315835,No exoplaneta
5212,0.10983362,No exoplaneta
5213,0.097354226,No exoplaneta
5214,0.4937732,No exoplaneta
5215,0.9308688,Exoplaneta
5216,0.20528516,No exoplaneta
5217,0.8857458,Exoplaneta
5218,0.6492828,Exoplaneta
5219,0.4867175,No exoplaneta
5220,0.5144716,Exoplaneta
5221,0.5813279,Exoplaneta
5222,0.35451066,No exoplaneta
5223,0.13770513,No exoplaneta
5224,0.79712087,Exoplaneta
5225,0.8241005,Exoplaneta
5226,0.71414185,Exoplaneta
5227,0.9156628,Exoplaneta
5228,0.34828138,No exoplaneta
5229,0.80111194,Exoplaneta
5230,0.2650343,No exoplaneta
5231,0.9465378,Exoplaneta
5232,0.4834105,No exoplaneta
5233,0.8036318,Exoplaneta
5234,0.7388345,Exoplaneta
5235,0.37566972,No exoplaneta
5236,0.37177604,No exoplaneta
5237,0.1947062,No exoplaneta
5238,0.116687626,No exoplaneta
5239,0.71102875,Exoplaneta
5240,0.19128443,No exoplaneta
5241,0.4616562,No exoplaneta
5242,0.3068499,No exoplaneta
5243,0.6142875,Exoplaneta
5244,0.2934944,No exoplaneta
5245,0.31836593,No exoplaneta
5246,0.79495525,Exoplaneta
5247,0.46380028,No exoplaneta
5248,0.7697105,Exoplaneta
5249,0.522555,Exoplaneta
5250,0.53054833,Exoplaneta
5251,0.783277,Exoplaneta
5252,0.050255798,No exoplaneta
5253,0.4976617,No exoplaneta
5254,0.46270037,No exoplaneta
5255,0.2401653,No exoplaneta
5256,0.080966614,No exoplaneta
5257,0.2881055,No exoplaneta
5258,0.25420833,No exoplaneta
5259,0.9227495,Exoplaneta
5260,0.09162803,No exoplaneta
5261,0.2624818,No exoplaneta
5262,0.1378057,No exoplaneta
5263,0.38599017,No exoplaneta
5264,0.15676332,No exoplaneta
5265,0.8191167,Exoplaneta
5266,0.77180904,Exoplaneta
5267,0.7126854,Exoplaneta
5268,0.4151017,No exoplaneta
5269,0.67864364,Exoplaneta
5270,0.80520815,Exoplaneta
5271,0.12351068,No exoplaneta
5272,0.053383227,No exoplaneta
5273,0.03925737,No exoplaneta
5274,0.21652445,No exoplaneta
5275,0.11870212,No exoplaneta
5276,0.06820261,No exoplaneta
5277,0.24866776,No exoplaneta
5278,0.9585794,Exoplaneta
5279,0.2984637,No exoplaneta
5280,0.9460268,Exoplaneta
5281,0.636611,Exoplaneta
5282,0.17526685,No exoplaneta
5283,0.0807637,No exoplaneta
5284,0.6414954,Exoplaneta
5285,0.7693517,Exoplaneta
5286,0.3966844,No exoplaneta
5287,0.36154038,No exoplaneta
5288,0.22849584,No exoplaneta
5289,0.2801288,No exoplaneta
5290,0.62076396,Exoplaneta
5291,0.16080055,No exoplaneta
5292,0.09936509,No exoplaneta
5293,0.6425251,Exoplaneta
5294,0.6389815,Exoplaneta
5295,0.079394676,No exoplaneta
5296,0.57864875,Exoplaneta
5297,0.5448854,Exoplaneta
5298,0.941468,Exoplaneta
5299,0.06159619,No exoplaneta
5300,0.15545438,No exoplaneta
5301,0.41700292,No exoplaneta
5302,0.496785,No exoplaneta
5303,0.47144446,No exoplaneta
5304,0.7495546,Exoplaneta
5305,0.12592511,No exoplaneta
5306,0.8072777,Exoplaneta
5307,0.6112713,Exoplaneta
5308,0.24223101,No exoplaneta
5309,0.3806608,No exoplaneta
5310,0.53062886,Exoplaneta
5311,0.82411975,Exoplaneta
5312,0.6773805,Exoplaneta
5313,0.11245936,No exoplaneta
5314,0.8860267,Exoplaneta
5315,0.3417776,No exoplaneta
5316,0.4885981,No exoplaneta
5317,0.65372306,Exoplaneta
5318,0.08723513,No exoplaneta
5319,0.1265464,No exoplaneta
5320,0.7381304,Exoplaneta
5321,0.77552396,Exoplaneta
5322,0.32670534,No exoplaneta
5323,0.088923,No exoplaneta
5324,0.5340671,Exoplaneta
5325,0.81908643,Exoplaneta
5326,0.96795446,Exoplaneta
5327,0.9281865,Exoplaneta
5328,0.84466875,Exoplaneta
5329,0.6117625,Exoplaneta
5330,0.6698546,Exoplaneta
5331,0.5667164,Exoplaneta
5332,0.7428089,Exoplaneta
5333,0.7938172,Exoplaneta
5334,0.9236807,Exoplaneta
5335,0.1453384,No exoplaneta
5336,0.6166178,Exoplaneta
5337,0.13498418,No exoplaneta
5338,0.7212696,Exoplaneta
5339,0.8102742,Exoplaneta
5340,0.22477053,No exoplaneta
5341,0.08750953,No exoplaneta
5342,0.16504782,No exoplaneta
5343,0.46518916,No exoplaneta
